"cus_id","comment_time","comment_star","cus_comment","shopID"
"匿名用户","2024-02-17 17:24","sml-str35","清迈第一餐，因为很晚了，两个人点的不多。熟三文鱼沙拉三文鱼好吃的，还点了一个大虾天妇罗，感觉一般，不粘料的话大虾完全没味。结账时老板抹掉了零头。","l7QCPU1AGQxqx4Jw"
"ohhkitty","2024-02-15 21:04","sml-str30","空心菜很好吃，芒果饭一般，pad Thai不好吃，上菜太慢了。服务态度蛮好的","l7QCPU1AGQxqx4Jw"
"雨點大","2024-02-14 17:45","sml-str50","在清迈最好吃的一餐，比万豪酒店的餐馆做得好吃，更符合中国口味，店员会讲中国话，店长。","l7QCPU1AGQxqx4Jw"
"novaq","2024-02-14 16:34","sml-str30","苍蝇多，房屋内有怪味。泰餐水平不如大排档，也不如国内中等水平泰餐厅。招牌菜是芒果糯米饭。性价比不高。唯一可圈可点的就是花样很多，有很多不是泰餐。","l7QCPU1AGQxqx4Jw"
"轻描淡写_5999","2024-02-13 17:53","sml-str50","点评上找到的。来清迈吃到最好的泰餐。炸鱿鱼圈第一，冬阴功汤第一！芒果饭给的水果很多啊。","l7QCPU1AGQxqx4Jw"
"紫雨","2024-02-13 17:13","sml-str35","口味一般般，改良，迎合西方人口味(地处国际大酒店区域)。pad thai淡而无味。芒果糯米饭居然芒果很酸。椰香红咖喱可以。","l7QCPU1AGQxqx4Jw"
"请叫我猹老师","2024-02-08 20:28","sml-str50","环境干净整洁，服务耐心细致
菜品口味很棒
特别推荐咖喱面和椰绿咖喱","l7QCPU1AGQxqx4Jw"
"Superbob_7322","2024-02-08 15:27","sml-str50","超级惊喜，环境优美，老板Nice，菜品都不错，关键是这个大大的芒果饭是赠送的","l7QCPU1AGQxqx4Jw"
"水之子1","2024-02-07 19:52","sml-str50","泰国歺厅都很规范认真，服务很好，服务员年青上心，食品很好，价格不贵，做的都是很精心。没拍照。","l7QCPU1AGQxqx4Jw"
"东咚咚洞洞","2024-02-06 14:51","sml-str50","四年前来过的餐厅今天又来了，点了几个菜都很美味，吃得很开心！老板中文更流了，很友好！
这家的椰子强烈推荐","l7QCPU1AGQxqx4Jw"
"歪歪","2024-02-06 14:17","sml-str50","无意中路过的，没想到这么棒！！
咖喱面
冬阴功必点","l7QCPU1AGQxqx4Jw"
"可乐要加冰0507","2024-02-04 13:34","sml-str50","在清迈吃的第一餐，炸鱿鱼很好吃，冬阴功汤感觉和国内吃的一样，芒果糯米饭芒果好多。","l7QCPU1AGQxqx4Jw"
"信明耐心的小亮","2024-02-03 23:53","sml-str50","味道，服务，环境都很好，值得推荐。","l7QCPU1AGQxqx4Jw"
"1985anne","2024-02-03 22:38","sml-str50","在夜市旁边，看着点评来的，比期待好吃多了，老板懂中文，推荐的海鲜炒粉和绿咖喱好好吃，不亚于中午去宁曼一号米其林，四个人一起七个菜，全部清空","l7QCPU1AGQxqx4Jw"
"星群逃逸速度","2024-01-28 19:21","sml-str25","我觉得很普通很普通的一家店，冬阴功汤太平淡了没什么味道，可能反而符合白人的饮食习惯所以白人很多的，但是对于中国人来说真的太普通了，绿咖喱和主食都没什么味道，鸡肉像冷冻库里刚拿出来的，对比整个清迈的泰餐真的太一般了
                            

		                            收起评价","l7QCPU1AGQxqx4Jw"
"匿名用户","2024-01-28 11:08","sml-str50","份量很大，价格公道，老板的中文很好！人很nice！
性价比高，很推荐来，比网红店好多了，哈哈","l7QCPU1AGQxqx4Jw"
"neurologistfang","2024-01-27 18:59","sml-str45","来泰国的第一顿，非常满意，量足，选择也多，冬阴功汤就有不同风味的，咖喱面也是，芒果饭特别满足。","l7QCPU1AGQxqx4Jw"
"清雅优雅咚咚鱼","2024-01-26 21:22","sml-str50","与国内泰国餐馆比较性价比超高，还正宗","l7QCPU1AGQxqx4Jw"
"象吃孩滴酪","2024-01-26 20:09","sml-str50","古城里的一家店～
老板很热情，懂中文！点菜很方便。
最好吃的是冬阴功，连着点了两碗！春卷也很好吃！
环境也不错～打五星！","l7QCPU1AGQxqx4Jw"
"Tonyatpd","2024-01-26 10:09","sml-str50","菜品味道不错，尤其是冬阴功，果汁都是鲜榨，原味，不甜，小朋友更喜欢西瓜汁，老板热情招待，还送了芒果糯米饭，很棒","l7QCPU1AGQxqx4Jw"
"fantasean","2024-01-23 20:54","sml-str50","精致的蓝调小店，菜品相当的合口味，老板是华人会说中文，相当的热情友好，第一次喝蓝色的蝶豆花饮料，全家都吃得很满意","l7QCPU1AGQxqx4Jw"
"yui.","2024-01-23 20:03","sml-str50","老板人超赞！会讲中文！！店铺位置也很靠中心
菜好好吃～特别是芒果糯米饭
冬阴功汤味道不错，我一个人点了四道菜才一百出头人民币","l7QCPU1AGQxqx4Jw"
"AAA沙漠孤狼","2024-01-17 13:53","sml-str45","老板热情大方，可中文沟通，送了一大份精致芒果糯米饭  菜品也是不错的，吃了几天夜市摊有点腻，终于吃上一顿正儿八经的泰国菜，推荐推荐","l7QCPU1AGQxqx4Jw"
"S_110846","2024-01-16 20:24","sml-str50","老板和老板娘非常好，非常友好热情，菜品都很好吃，糯米饭是招牌来清迈的朋友们一定要来冲一波！","l7QCPU1AGQxqx4Jw"
"阿咧咧","2024-01-14 16:23","sml-str45","吃过的最“花里胡哨”的糯米饭，水果蛮好吃的，糯米饭一般，更喜欢那种泰国香米做的偏硬更糯的口感。冬阴功汤很正宗，基本在泰国就没喝到过难喝的冬阴功汤嘿嘿，炒河粉还不错，给了好几个，这里的都很新鲜，肉质很有弹性。
                            

		                            收起评价","l7QCPU1AGQxqx4Jw"
"嘟嘟鹿鹿嘟嘟","2024-01-14 10:28","sml-str50","很棒的体验。造的景非常美，丁达尔效应应到了极致。菜品还不错～","l7QCPU1AGQxqx4Jw"
"奶粉酱百香果","2024-01-01 23:22","sml-str50","非常好，老板会讲中文。绿咖喱味道比较有特色
芒果糯米饭非常不错","l7QCPU1AGQxqx4Jw"
"白小白","2024-01-01 23:21","sml-str50","菠萝饭，空心菜，海鲜拼盘很好吃光盘","l7QCPU1AGQxqx4Jw"
"会员1610010","2023-12-30 11:18","sml-str45","喜欢泰国菜。冬阴功汤最受欢迎的，大家都爱吃","l7QCPU1AGQxqx4Jw"
"匿名用户","2023-12-28 06:38","sml-str45","确实符合点评水准，菜量大，味道挺好，虽然餐厅地方不大，但也有宝宝椅，以后还会来。个人觉得这家的kao soi是目前清迈吃下来最喜欢的。","l7QCPU1AGQxqx4Jw"
"HeleneLuo","2023-12-27 20:50","sml-str45","非常符合中国胃，老板人好好，还送了芒果糯米饭，海鲜也大颗且美味，街边接地气有当地风情，赞赞","l7QCPU1AGQxqx4Jw"
"easysmile","2023-12-26 14:04","sml-str45","口味非常棒，适合中国游客的，环境和服务也很好，小姐姐会讲中文的，价格也OK的。非常满意！","l7QCPU1AGQxqx4Jw"
"MIUMIU的风轻云淡","2023-12-20 22:18","sml-str45","一百多块人民币，4菜2个纯果汁饮料，性价比棒棒哒！味道很好，还会再光临。","l7QCPU1AGQxqx4Jw"
"Han_Ketty","2023-12-18 17:55","sml-str45","味道不错，菜量不少，糯米芒果饭很好吃","l7QCPU1AGQxqx4Jw"
"熊猫堆堆","2023-12-13 22:10","sml-str45","这家店的味道很不错，店内有会中文的服务人员，点了芒果饭，菠萝饭，鱿鱼和河粉，菠萝饭的菠萝很好吃，还卖给我们一个帮我们切好装盘，音乐很好听服务也很热情。好吃超级好吃价格便宜位置也挺好的离古城很近还有分量很足。
                            

		                            收起评价","l7QCPU1AGQxqx4Jw"
"可爱又迷人的正派角色","2023-12-08 18:16","sml-str50","芒果饭颜值很高，摆盘很好看。冬阴功汤无功无过，菠萝炒饭很好吃，店面不大，点评分有些高，好奇的去了。看了菜单原来别有洞天，总体来说味道确实不错，服务也很好，泰国这里的服务都非常不错。环境装修的一点不像餐厅，像个咖啡馆。
                            

		                            收起评价","l7QCPU1AGQxqx4Jw"
"芡实煮薯粉","2023-12-08 14:30","sml-str50","来清迈第一天偶遇这家店，菜肴、饮料合胃，服务员、老板热情，服务周到，环境卫生，让我们有一餐舒适体验。在外吃了几餐，不免感觉还是怀念这家店，于是二进宫，来这家店，依然不让我们失望，这家店值得推荐。","l7QCPU1AGQxqx4Jw"
"uio","2023-12-01 14:24","sml-str50","朋友推荐的一家很正的泰国菜，吃过味道果然非常的棒啊，而且老板人也很好和热情，我们吃完饭结果帐了，坐着聊天，缅甸老板主动赠送了我们啤酒和一种当地的醋茶饮料，很好喝，我们还会再来的！","l7QCPU1AGQxqx4Jw"
"wangwanggou","2023-11-26 15:34","sml-str45","从周六夜市溜达过来，点了沙拉，汤和米粉。老板送了招牌芒果糯米饭。毫无意外地吃多了，需要多溜达一会儿了。
沙拉清口，咖哩汤味道正，炒粉大虾新鲜，菜也比较多，是我个人喜欢的。芒果糯米饭里水果多多：芒果，火龙果，香蕉，水果控大爱。
                            

		                            收起评价","l7QCPU1AGQxqx4Jw"
"香港地","2023-11-17 21:54","sml-str50","可以，量很大，老板人很好店很有爵士风味","l7QCPU1AGQxqx4Jw"
"白兔嘰","2023-11-16 14:01","sml-str40","这家找的有点儿费劲，一方面可能因为是晚上，有点昏暗的门面看不太清，建议店家门口灯箱稍微亮点吧，不然有点像酒吧或者**馆，就有点儿不太敢进去，别的都还挺好的，能刷卡能支付宝，服务也很nice，味道也还不错啦！
                            

		                            收起评价","l7QCPU1AGQxqx4Jw"
"墨墨老板","2023-11-02 10:23","sml-str35","这家相比于其他很多性价比高的餐厅，就比较一般了。且菜品价格都偏高，","l7QCPU1AGQxqx4Jw"
"匿名用户","2023-10-30 20:38","sml-str50","布局精致，有爵士风格品味。菜肴绝对棒，老板热情","l7QCPU1AGQxqx4Jw"
"小五姑娘的碎碎念","2023-10-28 20:09","sml-str40","一家味道还不错的泰北菜，因为朋友吃不了冬阴功，所以点了绿咖喱，味道很好。
芒果糯米饭很有特色，香蕉、火龙果、芒果都很甜，糯米饭粘粘的，算是甜点？
点了煎饺，其实更像炸饺？
跟着点评点了炒鸡蛋，不功不过。
炒粉选的是细粉，一般吧。
三个人点了6个菜，吃的太撑了，大家点菜的时候别像我们一样点多了


		                            收起评价","l7QCPU1AGQxqx4Jw"
"齐煜kiki1108","2023-10-26 17:03","sml-str50","这是清迈的一家做泰国的菜肴，里面的芒果糯米饭非常的好吃，还有他们的冬阴功汤味道也非常的好吃，还有咖喱蟹，酱空心菜，味道非常好，而且无论是味道还是款式都做的非常的好。我下次去还会去这家店光顾他们的。
                            

		                            收起评价","l7QCPU1AGQxqx4Jw"
"荔枝胖熊熊","2023-10-16 15:33","sml-str50","位置不是特别好找，第一天到的时候中午就想着来吃，没想到营业时间那么晚，没有开门，离开前一天不甘心又晚上来了。菜品丰富，空调房也很舒服。上菜速度挺快的。推荐芒果饭。漂亮又好吃。鱼饼其实也不错。最好吃的是摊鸡蛋。冬阴功汤看着丰富，料其实不算多。
                            

		                            收起评价","l7QCPU1AGQxqx4Jw"
"贤明活泼哝哝熊","2023-10-07 22:52","sml-str50","很不错的老板，很用心的菜品，喜欢水果上的花花吊坠，男老板会一点中文","l7QCPU1AGQxqx4Jw"
"Oliviadewhale","2023-10-07
  更新于2023-10-08 14:05","sml-str45","只是去喝个茶并吃了芒果糯米饭。
他家的芒果糯米饭是整个泰国游吃到的最fancy的一款。
推荐！
另外，这是一家叶子店，介意的朋友请避开。","l7QCPU1AGQxqx4Jw"
"ivy_ys","2023-10-07 20:06","sml-str50","这里的洋葱圈超级好吃，还有绿咖喱鸡也很好吃，空心菜做的非常的嫩，还有特制的酱料，真的非常不错哟","l7QCPU1AGQxqx4Jw"
"盖盖c","2023-10-07 16:58","sml-str50","很适合国人口味，吃了太泰北的风格，受不了，找到这家，觉得很好吃，而且大部分都是我们的同胞在吃。摆盘漂亮，店员服务很好，喝完的椰子帮忙打包，小朋友还要还去吃一次。","l7QCPU1AGQxqx4Jw"
"东方白雨","2023-10-07 13:50","sml-str50","离我住的酒店非常近，正好碰上了周日夜市人非常非常的多。终于找到了一家特色美食店，当然需要多点点这里的美食吃了。走了很远的路了，必须补充一下我幼小的心。咖喱螃蟹肉质饱满，菠萝饭里的虾也很多，两个人吃到饱饱的
                            

		                            收起评价","l7QCPU1AGQxqx4Jw"
"ZzzWwww","2023-10-06 14:43","sml-str50","小红书和大众的推荐 不错不错～
老板人很nice～中文很好，菜单也有中文，很友好呀！
没有点大家的推荐糯米饭，老板送了我们一份！摆盘很精致～","l7QCPU1AGQxqx4Jw"
"一杯可可","2023-10-05 22:52","sml-str40","老板中文挺好的！点的菜品也全干光了，就是路过**店看到有人在门口抽**有点瘆得慌，但菜确实好吃，空心菜很嫩，冬阴功也很开胃，芒果糯米饭也很好吃，炸鱿鱼卷也好香脆，是传统的泰餐，虽然中国也能吃到，但这里感觉更正宗！不错的
                            

		                            收起评价","l7QCPU1AGQxqx4Jw"
"吹非","2023-10-05 21:42","sml-str50","最好吃的蒜香鱿鱼，配菜可能是薄荷，挂糊炸的非常好，超乎预期的好吃。
空心菜，炸春卷，冬阴功汤都非常好吃。
老板还赠送了西瓜","l7QCPU1AGQxqx4Jw"
"momo","2023-10-05 16:02","sml-str45","菜品实惠，分量足，服务特别好！","l7QCPU1AGQxqx4Jw"
"kaolatangtan","2023-10-05 12:24","sml-str50","一连4天带着爸妈都在这家吃的晚餐，当成了食堂。服务很好，小哥送了芒果糯米粉，菜量很大，味道很符合中国人的口味。6个人点了7、8个菜，才1500泰铢，非常实惠。强烈推荐！","l7QCPU1AGQxqx4Jw"
"李长涛","2023-10-04 11:53","sml-str45","非常好的一家泰餐店，椰香虾仁冬阴功汤和椰香虾仁绿咖喱都很好吃，给的量也很大，炒青菜也很合口味，虾肉又大又新鲜，椰香味浓郁，椰肉很多，每天来吃，吃过别家的不行。碰到一家六口也是每天来吃，两个人100出头吃到撑，美味还送果盘，老板会说中文，人也很nice,推荐
                            

		                            收起评价","l7QCPU1AGQxqx4Jw"
"漕宝路老杆","2023-10-02 21:14","sml-str25","都是中国人来吃，一屋子的韭菜。
东西实在一般，寡淡无味，当然也不至于觉得难吃，关键是价格比清迈普通消费比是高很多的。
吃完买单后觉得有点像吞了苍蝇一样不爽。不吐不快！","l7QCPU1AGQxqx4Jw"
"violarink","2023-10-01 22:38","sml-str50","来清迈的第一餐，服务员会说中文，十分热情，菜的味道也好，店内装修很有调调，这一餐，为我们开启了轻松愉快的清迈之旅。","l7QCPU1AGQxqx4Jw"
"阿柴","2023-10-01 13:34","sml-str50","跟着点评吃饭 诚不骗我
去清莱玩了一天晚上回来吃饭，就找了这家，走进一个巷子，跟着地图来就行，一路上感觉全是招揽生意的姐姐、“哥哥”们
点了几个招牌菜，味道都很好，椰青感觉贼冰，一发入魂
店员们都很和蔼客气，整体不错


		                            收起评价","l7QCPU1AGQxqx4Jw"
"知勇优美的小吴","2023-09-29 00:14","sml-str50","菜品味道超棒！店里氛围也特别好，重点夸夸老板和店员小哥哥小姐姐，热情又热心，态度都超级好，强烈安利","l7QCPU1AGQxqx4Jw"
"谭小本","2023-09-29 00:06","sml-str50","菜品味道很好，老板店员很热情，强烈推荐～","l7QCPU1AGQxqx4Jw"
"ckj","2023-09-25 21:45","sml-str40","环境看不出来是吃饭的 有点像酒吧一样 不认真看真看不出来 点了炒通菜 炸鱿鱼须和红咖喱冬阴功海鲜 通菜算是这几天炒的最好的了 根根都很脆不老 可惜没放虾酱 差点意思 鱿鱼须分量蛮大的 配上甜辣酱很不错 油炸星人可以放心吃 冬阴功我选的红咖喱海鲜 要的微辣 感觉不是很辣 喜欢冬阴功的人可以让他做原味好一点 有一点椰奶的味道 也喝完了
                            

		                            收起评价","l7QCPU1AGQxqx4Jw"
"Julia","2023-09-20 12:45","sml-str45","清迈休假一周，Alice离酒店不远，走过去也就10分钟也不到，一边还有夜市可以逛。店面不大，挺干净的，两个人随便点了4个菜，量很大，都没吃完，上菜快，味道也不错，两个人4个菜，2个椰子，才800泰铢左右吧，人民币180，好便宜啊，退休旅居1，2个月真心不错呢
                            

		                            收起评价","l7QCPU1AGQxqx4Jw"
"Zoeeeeeeee","2023-09-19 13:56","sml-str45","位置不是特别好找，老板会说中文哦，服务态度也不错，最后还送了我们餐后水果～
「菠萝炒饭」应该算是招牌吧，份量很大，虾很大只，酸酸甜甜微微辣，开胃又爽口
「咖喱面」感觉这里的咖喱面都很难不好吃，加上这些油炸的条条一起吃香得不行
「清炒时蔬」这里的清炒时蔬就真的是各种蔬菜放在一起炒，不错，有锅气
总体不错的，就是稍微贵了一点，本来想再点个咖喱蟹太贵了，忍痛割舍……
                            

		                            收起评价","l7QCPU1AGQxqx4Jw"
"小明就是喜欢吃美食","2023-09-18 13:40","sml-str50","老板会中文，赠送了水果，两个人吃了770TAI， 菠萝饭符合中国口味","l7QCPU1AGQxqx4Jw"
"淼夹里","2023-09-13 22:27","sml-str50","连续吃了两次，淋着雨也有赶来的餐厅。口味非常棒，辣妈连续干了三碗米饭！强烈推荐东阴功汤，空心菜，炸鱿鱼和鱼饼。","l7QCPU1AGQxqx4Jw"
"paradise1904","2023-09-11 21:06","sml-str35","位置比较偏僻，和朋友找了很久才找到。大晚上加上最近噶腰子传的沸沸扬扬的。有点害怕。不过是很值得一次体验，椰子味道的冬阴功汤很好喝，芒果糯米饭也不错。推荐给在异国他乡的朋友尝试一下子，","l7QCPU1AGQxqx4Jw"
"邓旭嘿*","2023-09-10 11:46","sml-str50","味道非常好，老板在成都待过，服务也非常棒！强烈推荐！","l7QCPU1AGQxqx4Jw"
"小鱼妹妹啦啦啦","2023-09-10 00:31","sml-str50","跟着点评找到的店那就也跟着点评来点菜吧，推荐菜里挑了几个没有一个踩雷的。 服务员小哥哥中文不错，点的不好他还会建议我们点别的。 螃蟹很大一盘，有2只，比菜单上好看很多，下单前问了下螃蟹是否新鲜，小哥哥说是今天刚到的，果然很嫩
                            

		                            收起评价","l7QCPU1AGQxqx4Jw"
"钱多多Jwalk","2023-09-09 11:15","sml-str50","下飞机的第一餐，老板还送了糯米饭，超好吃","l7QCPU1AGQxqx4Jw"
"主打自由","2023-09-07 00:25","sml-str50","太好吃了，强推
口味很符合中国人
小哥会说英文和中文！！","l7QCPU1AGQxqx4Jw"
"connie0116","2023-09-01 20:57","sml-str50","傍晚逛到一家爱丽丝私房餐馆（Alice’s Restaurant ）竟然意外的是这几天吃到最好吃的一家泰国菜

老板也特别热情送给我们一份超大份量的芒果糯米饭（两只大芒果和一只大燕窝果）

牛油果爱好者点了一份牛油果色拉
牛油果的份量多的超有幸福感

海鲜冬阴功汤也很推荐
我们几个算是不太爱喝冬阴功汤的都觉着喝的上头的好喝

最后老板还给我们送了一大盘西瓜
店里的所有水果都比我们昨晚在超市买的好多了

都有点惋惜没能在第一天就找到这家餐厅不然能多吃一次了
                            

		                            收起评价","l7QCPU1AGQxqx4Jw"
"饭野理绘","2023-08-31 16:20","sml-str40","虽说位于清迈“周日夜市”附近，但根据DP找的餐厅，结果走了好久好久，感觉至少两公里有的，走的我们几个累死了……
[薄荷]环境：
店面小小的，有点酒吧的风格，墙上很多装饰
[服务铃]服务：
清迈的菜单基本都有中文版，菜品味道都还可以，价廉物美～
                            

		                            收起评价","l7QCPU1AGQxqx4Jw"
"匿名用户","2023-08-25 19:05","sml-str50","看点评来的这家店，店面不大，周五的晚上人不太多，也可能我们来的早了些。这里必点咖喱蟹海鲜拼盘，大螃蟹、鱿鱼、大虾和青口贝，味道确实不错，怪不得大家都强烈推荐。冬阴功汤十分地道，里面有好大的虾，配米饭绝了。牛油果沙拉让你实现牛油果自由，给的牛油果真是多啊，直接能吃腻了。芒果糯米饭简直是在吃水果，芒果和火龙果都超甜，当然双色糯米饭也很赞。这家店值得推荐。
                            

		                            收起评价","l7QCPU1AGQxqx4Jw"
"haru","2023-08-18 14:21","sml-str50","[薄荷]环境：
很悠闲的一家小店，音乐也喜欢。

[服务铃]服务：
几个小哥超级友好，还送了我们菜。
「印度咖喱蟹」「冬阴功汤」海鲜类的菜都很新鲜，肉质鲜嫩，咖喱好香呀。汤也很好喝「炒空心菜」泰国的空心菜油好香呀，每顿的青菜都有它。
吃完扶墙走
                            

		                            收起评价","l7QCPU1AGQxqx4Jw"
"Rorier","2023-08-18 14:21","sml-str50","好吃好吃！每一个菜都好吃！冬阴功汤很酸辣可口，印度咖喱蟹海鲜大拼盘非常扎实，超大一支蟹，菠萝炒饭里的菠萝绝了，老板送了西瓜，最后还送了一份糯米饭，也是非常好吃，撑的要死还是一扫而空，服务很好，老板会中文，服务员态度也很好，推荐推荐！
                            

		                            收起评价","l7QCPU1AGQxqx4Jw"
"小鹿猫1","2023-08-16 21:54","sml-str40","[薄荷]环境：
[服务铃]服务：
挺热闹的一家店，室外室内人都很多，菜单有中文，服务员也能听懂中文，摆盘也很适合拍照老板很懂做中国人的生意，价位自然也就贵很多啦
「芒果糯米飯」非常漂亮，价位翻倍
「炸春卷」中规中矩
「蔬菜豆腐绿咖喱」还可以 味道够浓郁
「大蒜炸鱿鱼」份量很足 过瘾
「鸡肉椰子冬阴功」汤在椰子里  很拉风
                            

		                            收起评价","l7QCPU1AGQxqx4Jw"
"Rick的秘密花园","2023-08-16 00:45","sml-str50","就来打包两份芒果糯米饭回酒店，280泰铢，几乎给了四份的量。","l7QCPU1AGQxqx4Jw"
"毛宁123123","2023-08-13 14:40","sml-str50","味道好极了。去了二次，一次三个菜100出头，一次二个菜，60+，一个美国老板请了一个缅甸人一个老挝人一个不丹姑娘做泰国菜给中国人，想想有意思。","l7QCPU1AGQxqx4Jw"
"彤宝贝","2023-08-11 22:17","sml-str50","菜特别好吃，老板人特别好。真心推荐，吃完了还可以在旁边看泰拳，和老板买票还有优惠，太幸运了！","l7QCPU1AGQxqx4Jw"
"枇杷酱莲藕","2023-08-09 23:34","sml-str50","好吃 到清迈的第一菜，鱿鱼很好吃","l7QCPU1AGQxqx4Jw"
"锅贴灼黑咖啡","2023-08-08 07:02","sml-str50","点了四样，每一道都大成功！
「绿咖喱鸡肉汤」椰香浓郁，椰肉也好吃
「天罗妇炸虾」很酥脆的外壳，口感稍硬
「菠萝炒饭」大大大大成功！感觉放了某种特殊香料，口感非常丰富，色香味都有兼顾到
「芒果糯米飯」餐馆很大方送了一份，芒果选得很用心，新鲜清甜，糯米饭是热乎乎的，不会很甜，配上椰汁刚刚好
[服务铃]服务：服务小哥会一点中文，会讲英语，沟通无障碍，也很友善热情
[薄荷]环境：美式casual风格，店面比较小但干净整洁
                            

		                            收起评价","l7QCPU1AGQxqx4Jw"
"欧阳可情","2023-08-05 20:24","sml-str45","芒果饭绝了！好吃+高颜值！老板中文讲的很好，非常友善。鱼饼非常好吃，必点。","l7QCPU1AGQxqx4Jw"
"caroline0704","2023-07-19 11:57","sml-str45","非常好找，服务也很好，会很客气的问是否能吃辣。冬阴功特别好吃。","l7QCPU1AGQxqx4Jw"
"匿名用户","2023-07-17 23:11","sml-str35","实话说口味真的一般，不难吃但也不好吃。海外还是不要用大众点评了，刷分严重，这家最多4分，价格在泰餐里面属于偏贵的，随便一道菜加了点海鲜就要200铢以上了，老板应该是华人，懂得如何刷分去招揽中国人。优点：可以刷微信和支付宝。但是切记不要相信点评分数，刷分严重！
                            

		                            收起评价","l7QCPU1AGQxqx4Jw"
"茉莉花开_9003","2023-07-17 22:26","sml-str50","超级棒的一家店！本来去的大众推荐的desh 那家网红店铺，但是一去服务员态度恶劣，告知我们还有40分钟要关门了，所以不能接带我们！全程没有任何的好脸色，感觉是网红店很不了不起！ok！再也不想去第二次！于是搜到附近一家不错评价的店铺！
环境可能没有那家网红店大气，但是菜品好吃得绝不踩雷！太棒了！
芒果饭，芒果香甜，糯米软糯，一刻都停不下来！
咖喱面卖相不错，但是可能不太习惯这个味道，觉得一般！但是冬阴功汤太好吃了，告诉老板不需要太辣，味道尝起来刚好！
菠萝饭料足，饭阮完全停不下来，菠萝甜度很好，真心不错！
春卷也好吃，空心菜好嫩，咸度刚好，不会像其他店炒的偏咸！蘑菇炒西兰花好鲜，再加正宗的泰国米饭绝配！
老板中文好，服务超级好，相当nice.价格也很亲民！推荐！
                            

		                            收起评价","l7QCPU1AGQxqx4Jw"
"小宁宁宁宁","2023-07-14 23:39","sml-str50","携程上面看到的，步行1公里来吃的，真的每道菜都很好吃！服务超级好。还会继续光顾的，祝老板生意兴隆，财源广进！","l7QCPU1AGQxqx4Jw"
"空空如也","2023-07-13 05:20","sml-str50","一家不大的店，老板会说中文，可以手机扫码付款。他们家的味道真的不输那些所谓的网红餐厅。海鲜菠萝饭里的料非常足，冬阴功跟咖喱面的味道也很正。芒果饭做的也特别用心，双色饭➕两大块芒果真的是超级满足。出门左转10分钟的路就是古城墙，吃完溜达溜达也特别的方便。「芒果糯米飯」「咖喱面」
                            

		                            收起评价","l7QCPU1AGQxqx4Jw"
"vancy芸儿","2023-07-10 21:34","sml-str45","[薄荷]环境：
室内地方不大，大概三桌的样子，外面还能坐两桌就是有点热

[服务铃]服务：
老板服务很好，看我们在刮椰子肉，主动帮我们刮，还问是否要打包，正好吃不下了，打包回酒店
「芒果糯米飯」芒果好吃是肯定的，没想到配菜香蕉也很甜
「菠萝炒饭」菠萝肉很多，味道不错
「炸鱿鱼卷」和以往吃过的不同之处，在于皮很脆
「鱼饼」没吃出什么面粉，还不错
「椰青」不是很甜，带一点略酸
「炒空心菜」虾酱味道不是很重
「鸡肉椰子冬阴功」这个汤超级超级好喝，看着有点辣，跟老板说不要辣没想到还能这么好喝，酸甜可口，强烈推荐！
最关键性价比超级高！
                            

		                            收起评价","l7QCPU1AGQxqx4Jw"
"aimeipp","2023-07-09 15:53","sml-str50","餐厅不大，但超级有爱，放着慵懒的美国爵士，芒果糯米饭、菠萝饭，好吃又好看，香气扑鼻，绿咖喱海鲜真是最爱，百吃不厌。

下午1点半包场Alice ，跟会说中文的两个小哥聊，好开心，第一次见到不丹人，中间那个漂亮的小姐姐……餐厅老板是美国人。

喜欢古城，晚上准备逛世界十大夜市之一的周日夜市


		                            收起评价","l7QCPU1AGQxqx4Jw"
"菊","2023-07-08 11:39","sml-str50","也是攻略里推荐的饭店，老板会一点点中文，我们一群女人叽叽喳喳，老板瞬间有点晕。冬阴功汤非常好喝，我连干两碗饭，咖喱写，跟过年的做饭完全不同，不是咖喱酱那种，蟹粉好像挖出来炒了，反正味道也是极香。","l7QCPU1AGQxqx4Jw"
"烦烦不凡","2023-07-06 22:34","sml-str50","参加旅行项目回酒店很晚，随便搜的一家餐厅，没想到非常非常好吃！点了好几个菜，没有踩雷的，每一个都好吃，而且量很大。特别是咖喱蟹和冬阴功汤，炸鱿鱼也好吃。芒果糯米饭是招牌，一定要点哦。","l7QCPU1AGQxqx4Jw"
"Misericordes","2023-07-03 15:22","sml-str40","小伙伴陪我到圣心堂询问弥撒时间，搜索附近的芒果糯米饭，首当其冲就是她家。格调像一间pub
「招牌芒果糯米饭」她家的芒果糯米饭做得好漂亮吖，给我的是玫红色的小花儿，给小伙伴的是蓝紫色的小花儿，特别用心。椰奶味特别浓郁，糯米是热热的。泰国当地糯米饭给的有点多，不像国内改良过，也了解国人的胃，相对就会少给些糯米，还是以尝鲜为主。芒果不是传统的泰芒，是有些鹰嘴芒的味道，个人不是很爱鹰嘴芒的果味。
「鲜椰汁（椰青）」重点表扬！是我在清迈这几天最爱的饮品了！巨冰，感觉这温度不是普通冷藏可以达到的程度，最后再把椰肉刮下来吃，真的太好喝太好吃了！强推 x 3！！！
                            

		                            收起评价","l7QCPU1AGQxqx4Jw"
